Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Sales,Cost,Discount,Profit,Quantity,Profit_Margin,Revenue_per_Item,Month,Year
31145,2025-04-30,Monitor,Office Supplies,South,Corporate,1117.62,901.28,0.2,-7.18,3,-0.6424366063599435,372.53999999999996,4,2025
38710,2025-10-17,Chair,Furniture,West,Home Office,561.92,390.16,0.3,3.18,2,0.5659168564920274,280.96,10,2025
14485,2025-06-23,Monitor,Office Supplies,West,Consumer,1511.19,770.08,0.1,589.99,3,39.04141769069408,503.73,6,2025
38117,2026-03-08,Tablet,Office Supplies,North,Home Office,168.2,105.06,0.3,12.68,9,7.538644470868014,18.688888888888886,3,2026
68985,2025-10-25,Keyboard,Office Supplies,East,Home Office,1931.54,1236.93,0.3,115.15,10,5.961564347618999,193.154,10,2025
97778,2024-05-27,Laptop,Technology,West,Home Office,1679.04,1277.27,0.2,65.96,4,3.9284352963598246,419.76,5,2024
56603,2024-09-19,Tablet,Furniture,East,Consumer,1563.68,1336.9,0.2,-85.96,2,-5.497288447764248,781.84,9,2024
99675,2024-09-22,Chair,Technology,South,Corporate,642.97,518.44,0.2,-4.06,5,-0.6314447019301056,128.594,9,2024
70307,2024-09-07,Printer,Office Supplies,West,Corporate,1657.19,1227.82,0.2,97.93,3,5.909400853251589,552.3966666666666,9,2024
35161,2025-03-15,Mouse,Furniture,East,Consumer,1313.68,1124.01,0.0,189.67,7,14.43806710918945,187.66857142857143,3,2025
95618,2024-04-08,Monitor,Technology,West,Home Office,712.32,466.31,0.3,32.31,3,4.535882749326146,237.44000000000003,4,2024
38172,2024-11-17,Monitor,Furniture,North,Corporate,1356.23,994.38,0.0,361.85,1,26.680577778105487,1356.23,11,2024
20220,2025-11-07,Phone,Office Supplies,East,Corporate,779.96,537.27,0.2,86.7,1,11.11595466434176,779.96,11,2025
59193,2025-04-06,Monitor,Office Supplies,East,Consumer,1384.57,1094.2,0.4,-263.46,9,-19.02829037173996,153.8411111111111,4,2025
33305,2024-10-13,Chair,Office Supplies,West,Consumer,489.76,236.95,0.1,203.83,3,41.61834367853643,163.25333333333333,10,2024
44445,2025-10-14,Tablet,Furniture,East,Corporate,465.89,212.37,0.2,160.34,8,34.41584923479791,58.23625,10,2025
50190,2025-07-02,Chair,Office Supplies,West,Consumer,1731.22,1227.43,0.4,-188.7,3,-10.899827867053292,577.0733333333334,7,2025
35873,2025-10-03,Phone,Unknown,West,Corporate,1147.75,1027.62,0.0,120.13,8,10.466565018514483,143.46875,10,2025
31892,2025-05-27,Desk,Furniture,East,Home Office,872.53,465.73,0.0,406.8,9,46.62303874938398,96.94777777777777,5,2025
85010,2026-01-25,Laptop,Furniture,West,Consumer,696.54,533.99,0.0,162.55,3,23.336778935883082,232.17999999999998,1,2026
14024,2025-07-28,Laptop,Technology,West,Consumer,1035.137329473684,933.23,0.1,282.53,4,27.293963028427587,258.784332368421,7,2025
52449,2026-03-05,Desk,Technology,North,Consumer,938.38,430.52,0.4,132.51,10,14.121144951938447,93.838,3,2026
15127,2025-01-26,Router,Office Supplies,North,Consumer,1076.71,593.76,0.0,482.95,4,44.85423187302059,269.1775,1,2025
96649,2024-11-21,Phone,Furniture,West,Corporate,1917.24,1140.98,0.4,9.36,7,0.4882017900732303,273.89142857142855,11,2024
83286,2024-08-27,Tablet,Office Supplies,South,Consumer,1756.95,762.16,0.4,292.01,10,16.62027946156692,175.695,8,2024
93209,2025-12-22,Chair,Office Supplies,South,Consumer,1035.137329473684,338.98,0.0,263.65,6,25.47005044577543,172.522888245614,12,2025
15859,2024-07-25,Tablet,Technology,West,Home Office,1126.74,587.72,0.1,426.35,5,37.839253066368464,225.348,7,2024
24158,2024-04-14,Laptop,Office Supplies,South,Corporate,1073.72,932.99,0.1,33.36,4,3.106955258354133,268.43,4,2024
56404,2024-06-13,Keyboard,Office Supplies,West,Home Office,1593.48,1264.81,0.3,-149.37,6,-9.373823330070035,265.58,6,2024
17703,2025-01-08,Tablet,Office Supplies,North,Corporate,220.55,178.7,0.3,-24.31,9,-11.022443890274312,24.505555555555556,1,2025
27125,2026-01-07,Phone,Technology,South,Consumer,549.1,289.42,0.2,156.30083684210527,7,28.46491291970593,78.44285714285715,1,2026
18619,2025-04-26,Desk,Office Supplies,North,Home Office,339.94,224.97,0.2,46.98,6,13.820085897511325,56.656666666666666,4,2025
29759,2025-03-11,Laptop,Furniture,West,Home Office,1154.68,877.79,0.1,161.42,6,13.979630720199534,192.4466666666667,3,2025
26065,2024-07-15,Desk,Technology,North,Corporate,1938.67,1187.35,0.0,751.32,7,38.754403792290596,276.95285714285717,7,2024
93834,2025-10-14,Laptop,Office Supplies,South,Home Office,1974.86,1322.53,0.1,454.84,9,23.031506030807247,219.42888888888888,10,2025
53391,2025-05-14,Phone,Furniture,South,Consumer,586.9,293.85,0.4,58.29,1,9.93184528880559,586.9,5,2025
48944,2024-10-19,Desk,Office Supplies,South,Home Office,1889.49,787.72,0.1,912.82,6,48.310390634509844,314.915,10,2024
58701,2024-11-20,Monitor,Office Supplies,West,Home Office,1246.86,806.93,0.1,315.24,2,25.282710167941875,623.43,11,2024
45868,2025-03-17,Mouse,Furniture,North,Home Office,503.56,254.89,0.1,198.31,1,39.38160298673445,503.56,3,2025
85664,2024-05-08,Phone,Unknown,North,Corporate,457.41,320.39,0.1,91.28,5,19.955838306989353,91.482,5,2024
88541,2024-12-13,Tablet,Office Supplies,South,Corporate,1441.26,849.95,0.1,447.18,10,31.02701802589401,144.126,12,2024
94385,2025-10-11,Printer,Office Supplies,South,Home Office,1633.46,1061.2,0.0,572.26,5,35.033609638436204,326.692,10,2025
83088,2024-04-22,Desk,Furniture,South,Consumer,349.23,256.66,0.1,57.65,10,16.507745611774475,34.923,4,2024
14996,2024-11-30,Mouse,Technology,South,Corporate,831.17,363.87,0.3,217.95,6,26.222072500210547,138.52833333333334,11,2024
54657,2025-08-09,Desk,Office Supplies,West,Consumer,125.93,61.97,0.3,26.18,2,20.789327404113394,62.965,8,2025
32434,2024-09-26,Printer,Office Supplies,West,Corporate,1949.79,1003.08,0.0,946.71,7,48.55445971104581,278.5414285714286,9,2024
40949,2024-09-08,Laptop,Furniture,South,Home Office,1035.137329473684,672.66,0.3,288.5,7,27.87069809825986,147.87676135338344,9,2024
60081,2024-12-24,Mouse,Office Supplies,East,Corporate,278.33,130.13,0.4,36.87,8,13.246865231918944,34.79125,12,2024
47746,2026-01-28,Router,Technology,East,Home Office,1842.97,1144.69,0.3,145.39,10,7.8888967264795395,184.297,1,2026
17768,2025-03-01,Chair,Office Supplies,South,Corporate,891.95,580.1,0.3,44.27,7,4.963282695218342,127.42142857142858,3,2025
22826,2025-08-02,Keyboard,Office Supplies,West,Corporate,1569.05,631.64,0.1,780.5,10,49.743475351327234,156.905,8,2025
48718,2025-04-17,Phone,Office Supplies,West,Corporate,771.18,481.25,0.4,-18.54,8,-2.404107990352447,96.3975,4,2025
63448,2024-10-15,Desk,Technology,North,Corporate,1035.137329473684,404.25,0.0,60.63,1,5.8571938499046645,1035.137329473684,10,2024
11495,2024-03-10,Laptop,Technology,North,Home Office,1740.67,841.95,0.4,202.45,1,11.630579029913768,1740.67,3,2024
50101,2025-02-07,Chair,Technology,South,Corporate,787.16,373.07,0.3,177.94,5,22.605315310737335,157.432,2,2025
72275,2025-02-05,Mouse,Technology,East,Corporate,1494.13,850.06,0.4,46.42,7,3.106824707354782,213.44714285714286,2,2025
47552,2024-03-25,Mouse,Technology,North,Consumer,1196.7,647.24,0.2,310.12,9,25.914598479150996,132.96666666666667,3,2024
86566,2025-10-03,Desk,Furniture,North,Corporate,833.04,729.71,0.1,20.03,8,2.404446365120523,104.13,10,2025
99510,2024-05-14,Tablet,Furniture,West,Consumer,866.17,372.04,0.2,320.9,7,37.04815451932069,123.73857142857142,5,2024
62311,2025-06-18,Phone,Furniture,East,Consumer,377.77,317.5,0.3,-53.06,2,-14.045583291420707,188.885,6,2025
89035,2024-11-03,Monitor,Furniture,West,Consumer,788.04,444.17,0.0,343.87,4,43.636109842139994,197.01,11,2024
18929,2026-02-22,Mouse,Technology,West,Consumer,1209.95,809.75,0.2,158.21,5,13.075746931691393,241.99,2,2026
68764,2025-04-07,Tablet,Furniture,North,Home Office,657.2,502.56,0.1,156.30083684210527,6,23.78284188102636,109.53333333333335,4,2025
64673,2024-04-19,Keyboard,Furniture,West,Home Office,896.22,372.29,0.2,344.69,5,38.46042266407802,179.244,4,2024
39215,2025-08-28,Mouse,Furniture,West,Home Office,900.94,529.42,0.0,371.52,7,41.23693031722423,128.7057142857143,8,2025
27212,2024-12-05,Laptop,Furniture,North,Consumer,1535.25,669.56,0.3,405.12,1,26.387884709330727,1535.25,12,2024
92863,2025-06-24,Laptop,Office Supplies,East,Corporate,1376.15,1121.79,0.0,254.36,3,18.483450205282853,458.7166666666667,6,2025
53417,2025-05-30,Chair,Furniture,South,Corporate,711.8,488.56,0.4,-61.48,6,-8.637257656645126,118.63333333333333,5,2025
20482,2025-09-23,Router,Office Supplies,North,Corporate,1204.88,573.3,0.1,511.09,6,42.41833211606135,200.81333333333336,9,2025
76903,2024-03-22,Desk,Furniture,East,Consumer,949.04,793.96,0.1,60.18,1,6.341144735732951,949.04,3,2024
68468,2025-04-07,Chair,Technology,North,Home Office,1360.49,579.8,0.1,644.64,9,47.382928209689155,151.16555555555556,4,2025
96383,2025-11-21,Mouse,Furniture,West,Consumer,751.58,440.01,0.4,10.94,8,1.455600202240613,93.9475,11,2025
42744,2024-06-17,Monitor,Technology,East,Corporate,663.09,498.5,0.4,-100.65,7,-15.178934986200968,94.72714285714287,6,2024
12128,2024-09-11,Monitor,Office Supplies,South,Home Office,1035.137329473684,1215.75,0.3,-21.81,3,-2.106966812904844,345.045776491228,9,2024
92091,2025-10-21,Desk,Technology,West,Home Office,1134.91,877.75,0.3,-83.31,1,-7.340670185301036,1134.91,10,2025
81837,2024-06-06,Mouse,Technology,East,Corporate,1322.07,855.42,0.3,70.03,10,5.296996376893811,132.207,6,2024
80645,2025-05-12,Desk,Furniture,North,Corporate,1091.66,736.45,0.0,355.21,8,32.538519319201946,136.4575,5,2025
39301,2025-08-25,Phone,Technology,South,Home Office,1313.42,1101.07,0.1,81.01,10,6.167867095064793,131.342,8,2025
82574,2024-06-27,Printer,Technology,North,Consumer,1007.61,599.47,0.3,105.86,10,10.506048967358403,100.761,6,2024
15276,2025-04-29,Tablet,Technology,North,Consumer,800.84,667.1,0.3,-106.51,10,-13.299785225513212,80.084,4,2025
28382,2025-12-19,Tablet,Technology,West,Corporate,1264.28,808.74,0.1,329.11,6,26.031417091150693,210.71333333333334,12,2025
51698,2025-03-18,Laptop,Furniture,North,Consumer,1791.88,830.93,0.3,423.39,8,23.62825635645244,223.985,3,2025
22705,2024-05-07,Mouse,Furniture,North,Home Office,1424.13,838.78,0.4,156.30083684210527,4,10.97518041485716,356.0325,5,2024
93485,2026-02-23,Chair,Office Supplies,North,Corporate,1438.65,700.84,0.1,593.95,4,41.285232683418485,359.6625,2,2026
55845,2025-07-09,Router,Office Supplies,East,Consumer,180.4,151.26,0.3,-24.98,2,-13.8470066518847,90.2,7,2025
83909,2024-10-06,Desk,Furniture,West,Home Office,1408.4,628.17,0.0,780.23,4,55.39832433967623,352.1,10,2024
89878,2024-05-03,Tablet,Technology,West,Home Office,1225.91,502.79,0.2,477.94,7,38.98654876785408,175.13000000000002,5,2024
55742,2025-09-02,Tablet,Furniture,North,Home Office,95.39,53.91,0.2,22.4,4,23.482545340182405,23.8475,9,2025
89443,2024-08-27,Monitor,Office Supplies,West,Corporate,1266.22,515.87,0.1,623.73,2,49.259212459130325,633.11,8,2024
68280,2024-05-28,Tablet,Furniture,South,Home Office,1035.137329473684,1012.94,0.2,125.68,2,12.14138418367175,517.568664736842,5,2024
33566,2025-10-09,Laptop,Furniture,South,Home Office,1921.97,1494.97,0.4,-341.79,9,-17.78331607673377,213.5522222222222,10,2025
97602,2025-06-26,Router,Furniture,North,Consumer,1208.98,1072.79,0.2,-105.61,10,-8.73546295224073,120.898,6,2025
13325,2025-04-29,Desk,Technology,North,Consumer,971.46,704.19,0.2,72.98,7,7.512404010458486,138.78,4,2025
89956,2026-02-20,Router,Furniture,West,Corporate,1014.6,509.64,0.3,200.58,7,19.76936723832052,144.94285714285715,2,2026
53386,2024-08-16,Tablet,Furniture,East,Corporate,1048.36,426.91,0.3,306.94,10,29.278110572704037,104.83599999999998,8,2024
80546,2025-08-02,Laptop,Unknown,South,Home Office,1086.04,886.48,0.1,156.30083684210527,5,14.391812165491627,217.208,8,2025
47897,2025-03-10,Desk,Technology,West,Corporate,151.87,127.35,0.0,24.52,10,16.145387502469216,15.187000000000001,3,2025
87315,2025-05-14,Monitor,Office Supplies,East,Corporate,367.89,294.23,0.0,73.66,8,20.02228927124956,45.98625,5,2025
36728,2024-09-01,Monitor,Technology,South,Home Office,81.93,48.82,0.2,16.72,8,20.407665079946295,10.24125,9,2024
57813,2025-05-13,Router,Office Supplies,North,Consumer,1934.05,1191.2,0.0,742.85,5,38.409038029006496,386.81,5,2025
77705,2024-03-10,Monitor,Technology,North,Consumer,50.65,26.7,0.4,3.69,4,7.285291214215202,12.6625,3,2024
84624,2025-08-06,Phone,Office Supplies,North,Corporate,435.56,255.28,0.0,180.28,10,41.390393975571676,43.556,8,2025
66674,2024-03-30,Printer,Unknown,South,Home Office,1532.61,773.61,0.3,299.22,1,19.523557852291194,1532.61,3,2024
48056,2024-04-18,Chair,Office Supplies,West,Consumer,1487.51,774.0,0.2,416.01,10,27.966870810952532,148.751,4,2024
12354,2025-06-19,Phone,Office Supplies,East,Consumer,1016.5,527.77,0.0,488.73,2,48.07968519429415,508.25,6,2025
71633,2024-07-28,Keyboard,Office Supplies,South,Home Office,721.63,393.77,0.2,183.53,6,25.432700968640436,120.27166666666666,7,2024
64070,2025-07-02,Monitor,Technology,West,Consumer,1621.47,1421.34,0.2,-124.16,7,-7.657249286141587,231.63857142857142,7,2025
44641,2024-09-09,Desk,Technology,North,Consumer,737.62,597.85,0.1,66.01,9,8.949052357582495,81.95777777777778,9,2024
87320,2026-01-25,Phone,Office Supplies,West,Corporate,978.63,734.44,0.0,244.19,9,24.952229136650214,108.73666666666666,1,2026
16223,2024-12-22,Mouse,Office Supplies,West,Home Office,764.44,605.06,0.4,156.30083684210527,4,20.446449275561886,191.11,12,2024
61665,2024-03-20,Keyboard,Office Supplies,South,Corporate,1035.137329473684,583.0,0.0,708.4,5,68.4353640651899,207.02746589473682,3,2024
41384,2025-05-30,Tablet,Office Supplies,North,Corporate,887.12,588.02,0.2,121.68,1,13.716295427901526,887.12,5,2025
14099,2024-12-05,Laptop,Furniture,South,Corporate,891.87,438.03,0.0,453.84,10,50.88633993743482,89.187,12,2024
79556,2025-06-18,Desk,Furniture,North,Home Office,1845.06,1103.17,0.0,741.89,1,40.209532481328516,1845.06,6,2025
30364,2025-07-10,Monitor,Office Supplies,West,Home Office,1035.137329473684,1535.49,0.3,-216.4,3,-20.90543871217828,345.045776491228,7,2025
56964,2026-01-09,Mouse,Furniture,West,Home Office,1035.137329473684,765.45,0.0,225.57,5,21.791311507883805,207.02746589473682,1,2026
33296,2025-04-20,Keyboard,Office Supplies,South,Corporate,1259.76,971.21,0.2,36.6,1,2.905315298152029,1259.76,4,2025
88497,2024-12-05,Laptop,Furniture,South,Consumer,1231.02,1011.8,0.3,-150.09,2,-12.192328313106206,615.51,12,2024
75320,2025-05-28,Chair,Technology,West,Consumer,1751.15,959.72,0.1,616.32,8,35.195157467949635,218.89375,5,2025
73344,2024-04-10,Keyboard,Technology,North,Consumer,391.39,322.98,0.3,156.30083684210527,6,39.93480590768933,65.23166666666667,4,2024
65879,2025-03-21,Phone,Office Supplies,North,Consumer,1076.73,482.34,0.2,379.04,5,35.20288280255961,215.346,3,2025
27127,2026-02-23,Desk,Office Supplies,South,Consumer,567.28,438.24,0.0,129.04,6,22.747144267381188,94.54666666666667,2,2026
33922,2025-10-21,Monitor,Furniture,West,Home Office,1035.137329473684,1296.82,0.3,97.46,1,9.415175863627057,1035.137329473684,10,2025
61176,2024-09-08,Monitor,Furniture,West,Home Office,1804.71,1394.77,0.0,409.94,2,22.715006843204723,902.355,9,2024
67106,2025-08-27,Phone,Office Supplies,West,Home Office,1379.18,557.81,0.3,407.62,7,29.55524297046071,197.0257142857143,8,2025
11459,2025-04-05,Mouse,Furniture,North,Consumer,1175.67,690.48,0.1,367.62,2,31.2689785398964,587.835,4,2025
31771,2024-06-26,Printer,Office Supplies,North,Corporate,131.61,99.84,0.3,-7.71,1,-5.858217460679279,131.61,6,2024
44123,2024-04-21,Monitor,Technology,North,Consumer,637.31,308.14,0.4,74.25,7,11.650531138692317,91.0442857142857,4,2024
94176,2024-05-24,Monitor,Technology,East,Home Office,1263.31,811.04,0.3,73.28,7,5.800634840221323,180.47285714285712,5,2024
90202,2024-04-13,Printer,Furniture,North,Home Office,1270.51,688.53,0.3,200.83,7,15.807038118550821,181.50142857142856,4,2024
29768,2024-08-06,Tablet,Office Supplies,West,Corporate,840.2,493.12,0.0,347.08,4,41.30921209235896,210.05,8,2024
94051,2025-09-13,Chair,Office Supplies,North,Consumer,1442.83,1297.12,0.2,-142.86,7,-9.90137438229036,206.1185714285714,9,2025
95956,2025-02-11,Tablet,Technology,South,Corporate,85.2,42.75,0.4,8.37,8,9.82394366197183,10.65,2,2025
91419,2025-10-15,Phone,Furniture,West,Consumer,1979.77,1540.24,0.3,-154.4,3,-7.798885729150356,659.9233333333333,10,2025
32214,2024-05-22,Mouse,Technology,South,Home Office,1216.84,981.29,0.0,235.55,2,19.357516189474378,608.42,5,2024
61233,2025-10-17,Desk,Office Supplies,South,Corporate,1032.08,885.88,0.1,42.99,7,4.165374777149059,147.44,10,2025
31838,2024-08-19,Printer,Furniture,North,Corporate,928.26,701.67,0.1,133.76,7,14.409755887359143,132.60857142857142,8,2024
80903,2024-03-17,Printer,Technology,West,Home Office,1247.57,1065.4,0.0,182.17,4,14.601986261291952,311.8925,3,2024
85580,2024-07-26,Phone,Furniture,South,Home Office,1175.1,651.29,0.4,53.77,9,4.575780784614076,130.56666666666666,7,2024
59697,2025-05-28,Router,Furniture,West,Consumer,1430.92,1096.94,0.2,47.8,3,3.340508204511782,476.97333333333336,5,2025
84608,2025-08-19,Desk,Technology,North,Consumer,1010.17,897.11,0.1,12.04,9,1.1918785946919825,112.24111111111111,8,2025
81420,2024-12-25,Chair,Technology,West,Consumer,1673.75,1125.89,0.3,45.73,7,2.732188200149365,239.10714285714286,12,2024
95916,2025-05-05,Printer,Office Supplies,West,Home Office,1357.5,739.1,0.4,75.4,4,5.554327808471456,339.375,5,2025
93388,2024-12-30,Monitor,Office Supplies,North,Home Office,940.54,559.25,0.3,99.13,4,10.539689965339061,235.135,12,2024
46139,2025-02-28,Mouse,Technology,West,Corporate,304.1,220.24,0.3,-7.37,2,-2.4235448865504767,152.05,2,2025
25019,2025-01-21,Phone,Furniture,North,Corporate,429.3,355.03,0.1,31.34,5,7.300256231073841,85.86,1,2025
67423,2024-04-25,Mouse,Office Supplies,North,Home Office,1027.2,861.86,0.1,62.62,3,6.096183800623053,342.40000000000003,4,2024
99404,2024-06-12,Keyboard,Technology,East,Home Office,1193.51,555.93,0.4,156.30083684210527,10,13.095896711557112,119.351,6,2024
92495,2024-05-28,Router,Office Supplies,North,Home Office,373.05,199.37,0.2,156.30083684210527,9,41.89809324275707,41.45,5,2024
38663,2024-03-11,Laptop,Office Supplies,East,Consumer,421.14,296.87,0.4,-44.19,4,-10.49294771334948,105.285,3,2024
33115,2025-04-01,Mouse,Furniture,East,Corporate,497.83,406.75,0.0,91.08,1,18.295402044874756,497.83,4,2025
30904,2024-09-25,Laptop,Office Supplies,West,Home Office,1755.47,787.94,0.2,616.44,8,35.11538220533533,219.43375,9,2024
93867,2026-01-26,Laptop,Furniture,South,Consumer,80.7,43.08,0.0,37.62,4,46.617100371747206,20.175,1,2026
28178,2024-04-25,Printer,Office Supplies,West,Home Office,137.5,94.53,0.0,42.97,2,31.25090909090909,68.75,4,2024
12182,2024-08-07,Mouse,Unknown,East,Corporate,877.75,476.39,0.1,313.59,9,35.72657362574765,97.52777777777777,8,2024
92752,2025-06-09,Tablet,Furniture,West,Corporate,1687.27,932.9,0.1,585.64,2,34.70932334481144,843.635,6,2025
72186,2025-10-13,Keyboard,Office Supplies,East,Home Office,1172.22,830.22,0.2,107.56,8,9.175751991946903,146.5275,10,2025
96968,2025-05-10,Mouse,Technology,West,Corporate,1139.95,985.38,0.2,-73.42,7,-6.4406333611123285,162.85,5,2025
13980,2024-11-21,Tablet,Furniture,North,Home Office,556.17,365.72,0.3,23.6,9,4.243306902565762,61.79666666666666,11,2024
34608,2024-09-05,Monitor,Technology,West,Consumer,1943.08,983.78,0.0,959.3,2,49.37007225641764,971.54,9,2024
91637,2025-06-20,Tablet,Technology,West,Home Office,1870.81,1531.26,0.3,-221.69,8,-11.849947349009254,233.85125,6,2025
55356,2024-12-31,Keyboard,Unknown,South,Consumer,1402.79,599.51,0.0,803.28,7,57.2630258271017,200.39857142857142,12,2024
53574,2024-12-31,Printer,Technology,West,Corporate,1933.04,783.92,0.2,762.51,10,39.446157348011425,193.304,12,2024
60096,2025-03-07,Phone,Technology,South,Home Office,345.44,266.08,0.0,79.36,1,22.973598888374248,345.44,3,2025
14841,2024-08-13,Tablet,Technology,East,Corporate,148.76,129.09,0.4,-39.83,3,-26.774670610379136,49.586666666666666,8,2024
48211,2026-02-01,Printer,Office Supplies,West,Home Office,1318.41,907.23,0.4,-116.18,1,-8.812129762365274,1318.41,2,2026
87909,2024-04-23,Chair,Technology,West,Consumer,869.42,751.84,0.2,-56.3,5,-6.47558142209749,173.884,4,2024
17723,2024-09-27,Tablet,Furniture,South,Home Office,1001.53,803.79,0.1,97.59,1,9.744091539943886,1001.53,9,2024
93170,2025-02-06,Router,Technology,South,Consumer,1288.7,642.58,0.1,517.25,10,40.1373477147513,128.87,2,2025
65678,2026-02-09,Phone,Furniture,East,Corporate,1941.28,789.36,0.0,1151.92,6,59.33816863100635,323.5466666666667,2,2026
23446,2026-01-24,Phone,Technology,West,Consumer,1414.91,848.46,0.3,141.98,6,10.034560502081403,235.81833333333336,1,2026
46797,2024-06-27,Keyboard,Technology,East,Corporate,1035.137329473684,871.97,0.0,314.98,2,30.428812779860976,517.568664736842,6,2024
59731,2024-08-22,Monitor,Office Supplies,South,Corporate,299.53,263.81,0.1,5.77,9,1.9263512836777619,33.28111111111111,8,2024
35342,2026-03-02,Keyboard,Furniture,West,Home Office,1608.26,998.54,0.3,127.24,10,7.911656075510179,160.826,3,2026
65823,2025-01-11,Router,Office Supplies,North,Home Office,1426.8,832.09,0.3,166.67,10,11.681384917297448,142.68,1,2025
80419,2024-04-10,Tablet,Office Supplies,West,Consumer,358.77,217.05,0.2,156.30083684210527,2,43.565748764418785,179.385,4,2024
37458,2024-05-01,Desk,Furniture,West,Corporate,951.59,644.77,0.4,-73.82,9,-7.757542639161823,105.73222222222222,5,2024
76129,2024-03-29,Keyboard,Office Supplies,West,Consumer,1927.19,1586.59,0.4,-430.28,8,-22.326807424280943,240.89875,3,2024
53738,2025-05-04,Tablet,Furniture,West,Consumer,1035.137329473684,185.77,0.0,28.78,5,2.780307422072509,207.02746589473682,5,2025
27884,2024-08-23,Tablet,Technology,South,Home Office,1099.75,719.9,0.0,379.85,6,34.539668106387815,183.29166666666666,8,2024
19177,2026-02-10,Router,Furniture,East,Consumer,1920.66,1234.45,0.1,494.14,5,25.727614465860693,384.132,2,2026
99531,2025-12-31,Router,Furniture,South,Home Office,1035.137329473684,629.54,0.3,-12.77,1,-1.2336527373129236,1035.137329473684,12,2025
77429,2025-08-05,Router,Technology,West,Corporate,1466.44,801.91,0.4,77.95,7,5.315594228198903,209.49142857142857,8,2025
88726,2024-03-12,Phone,Technology,South,Home Office,1573.26,1185.55,0.2,73.06,9,4.643860518922492,174.80666666666667,3,2024
69093,2025-08-14,Chair,Office Supplies,West,Corporate,493.8,241.76,0.0,252.04,2,51.04090724989874,246.9,8,2025
73053,2025-10-19,Laptop,Furniture,North,Corporate,1343.5,1088.37,0.2,-13.57,7,-1.0100483810941572,191.92857142857142,10,2025
32403,2025-11-15,Tablet,Furniture,West,Consumer,1140.47,773.56,0.3,24.77,10,2.1719115803133797,114.047,11,2025
16978,2024-07-15,Phone,Furniture,South,Consumer,945.73,510.84,0.3,151.17,2,15.984477599314815,472.865,7,2024
12546,2024-09-12,Printer,Office Supplies,East,Consumer,1747.88,1423.57,0.3,-200.05,10,-11.445293727258164,174.788,9,2024
20463,2024-05-03,Router,Technology,North,Corporate,1612.92,879.43,0.2,410.91,10,25.476155047987504,161.292,5,2024
87509,2025-07-11,Desk,Technology,East,Consumer,1162.87,992.7,0.3,-178.69,1,-15.366292018884314,1162.87,7,2025
37664,2024-08-03,Desk,Furniture,South,Corporate,1195.27,903.32,0.0,291.95,4,24.42544362361642,298.8175,8,2024
45120,2026-01-04,Laptop,Furniture,East,Consumer,1195.46,548.49,0.4,168.79,9,14.119251166914825,132.82888888888888,1,2026
