Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Sales,Cost,Discount,Profit,Quantity
14024,2025-07-28,Laptop,Technology,West,Consumer,,933.23,0.1,282.53,4
52449,2026-03-05,Desk,Technology,North,Consumer,938.38,430.52,0.4,132.51,10
15127,2025-01-26,Router,Office Supplies,North,Consumer,1076.71,593.76,0.0,482.95,4
96649,2024-11-21,Phone,Furniture,West,Corporate,1917.24,1140.98,0.4,9.36,7
83286,2024-08-27,Tablet,Office Supplies,South,Consumer,1756.95,762.16,0.4,292.01,10
93209,2025-12-22,Chair,Office Supplies,South,Consumer,,338.98,0.0,263.65,6
15859,2024-07-25,Tablet,Technology,West,Home Office,1126.74,587.72,0.1,426.35,5
24158,2024-04-14,Laptop,Office Supplies,South,Corporate,1073.72,932.99,0.1,33.36,4
56404,2024-06-13,Keyboard,Office Supplies,West,Home Office,1593.48,1264.81,0.3,-149.37,6
17703,2025-01-08,Tablet,Office Supplies,North,Corporate,220.55,178.7,0.3,-24.31,9
27125,2026-01-07,Phone,Technology,South,Consumer,549.1,289.42,0.2,,7
18619,2025-04-26,Desk,Office Supplies,North,Home Office,339.94,224.97,0.2,46.98,6
29759,2025-03-11,Laptop,Furniture,West,Home Office,1154.68,877.79,0.1,161.42,6
26065,2024-07-15,Desk,Technology,North,Corporate,1938.67,1187.35,0.0,751.32,7
93834,2025-10-14,Laptop,Office Supplies,South,Home Office,1974.86,1322.53,0.1,454.84,9
53391,2025-05-14,Phone,Furniture,South,Consumer,586.9,293.85,0.4,58.29,1
48944,2024-10-19,Desk,Office Supplies,South,Home Office,1889.49,787.72,0.1,912.82,6
58701,2024-11-20,Monitor,Office Supplies,West,Home Office,1246.86,806.93,0.1,315.24,2
45868,2025-03-17,Mouse,Furniture,North,Home Office,503.56,254.89,0.1,198.31,1
85664,2024-05-08,Phone,,North,Corporate,457.41,320.39,0.1,91.28,5
88541,2024-12-13,Tablet,Office Supplies,South,Corporate,1441.26,849.95,0.1,447.18,10
94385,2025-10-11,Printer,Office Supplies,South,Home Office,1633.46,1061.2,0.0,572.26,5
83088,2024-04-22,Desk,Furniture,South,Consumer,349.23,256.66,0.1,57.65,10
14996,2024-11-30,Mouse,Technology,South,Corporate,831.17,363.87,0.3,217.95,6
54657,2025-08-09,Desk,Office Supplies,West,Consumer,125.93,61.97,0.3,26.18,2
32434,2024-09-26,Printer,Office Supplies,West,Corporate,1949.79,1003.08,0.0,946.71,7
40949,2024-09-08,Laptop,Furniture,South,Home Office,,672.66,0.3,288.5,7
60081,2024-12-24,Mouse,Office Supplies,East,Corporate,278.33,130.13,0.4,36.87,8
47746,2026-01-28,Router,Technology,East,Home Office,1842.97,1144.69,0.3,145.39,10
17768,2025-03-01,Chair,Office Supplies,South,Corporate,891.95,580.1,0.3,44.27,7
22826,2025-08-02,Keyboard,Office Supplies,West,Corporate,1569.05,631.64,0.1,780.5,10
48718,2025-04-17,Phone,Office Supplies,West,Corporate,771.18,481.25,0.4,-18.54,8
63448,2024-10-15,Desk,Technology,North,Corporate,,404.25,0.0,60.63,1
11495,2024-03-10,Laptop,Technology,North,Home Office,1740.67,841.95,0.4,202.45,1
50101,2025-02-07,Chair,Technology,South,Corporate,787.16,373.07,0.3,177.94,5
72275,2025-02-05,Mouse,Technology,East,Corporate,1494.13,850.06,0.4,46.42,7
47552,2024-03-25,Mouse,Technology,North,Consumer,1196.7,647.24,0.2,310.12,9
86566,2025-10-03,Desk,Furniture,North,Corporate,833.04,729.71,0.1,20.03,8
99510,2024-05-14,Tablet,Furniture,West,Consumer,866.17,372.04,0.2,320.9,7
62311,2025-06-18,Phone,Furniture,East,Consumer,377.77,317.5,0.3,-53.06,2
89035,2024-11-03,Monitor,Furniture,West,Consumer,788.04,444.17,0.0,343.87,4
18929,2026-02-22,Mouse,Technology,West,Consumer,1209.95,809.75,0.2,158.21,5
68764,2025-04-07,Tablet,Furniture,North,Home Office,657.2,502.56,0.1,,6
64673,2024-04-19,Keyboard,Furniture,West,Home Office,896.22,372.29,0.2,344.69,5
39215,2025-08-28,Mouse,Furniture,West,Home Office,900.94,529.42,0.0,371.52,7
27212,2024-12-05,Laptop,Furniture,North,Consumer,1535.25,669.56,0.3,405.12,1
92863,2025-06-24,Laptop,Office Supplies,East,Corporate,1376.15,1121.79,0.0,254.36,3
53417,2025-05-30,Chair,Furniture,South,Corporate,711.8,488.56,0.4,-61.48,6
20482,2025-09-23,Router,Office Supplies,North,Corporate,1204.88,573.3,0.1,511.09,6
76903,2024-03-22,Desk,Furniture,East,Consumer,949.04,793.96,0.1,60.18,1
68468,2025-04-07,Chair,Technology,North,Home Office,1360.49,579.8,0.1,644.64,9
96383,2025-11-21,Mouse,Furniture,West,Consumer,751.58,440.01,0.4,10.94,8
42744,2024-06-17,Monitor,Technology,East,Corporate,663.09,498.5,0.4,-100.65,7
12128,2024-09-11,Monitor,Office Supplies,South,Home Office,,1215.75,0.3,-21.81,3
92091,2025-10-21,Desk,Technology,West,Home Office,1134.91,877.75,0.3,-83.31,1
81837,2024-06-06,Mouse,Technology,East,Corporate,1322.07,855.42,0.3,70.03,10
80645,2025-05-12,Desk,Furniture,North,Corporate,1091.66,736.45,0.0,355.21,8
39301,2025-08-25,Phone,Technology,South,Home Office,1313.42,1101.07,0.1,81.01,10
82574,2024-06-27,Printer,Technology,North,Consumer,1007.61,599.47,0.3,105.86,10
15276,2025-04-29,Tablet,Technology,North,Consumer,800.84,667.1,0.3,-106.51,10
28382,2025-12-19,Tablet,Technology,West,Corporate,1264.28,808.74,0.1,329.11,6
51698,2025-03-18,Laptop,Furniture,North,Consumer,1791.88,830.93,0.3,423.39,8
22705,2024-05-07,Mouse,Furniture,North,Home Office,1424.13,838.78,0.4,,4
93485,2026-02-23,Chair,Office Supplies,North,Corporate,1438.65,700.84,0.1,593.95,4
55845,2025-07-09,Router,Office Supplies,East,Consumer,180.4,151.26,0.3,-24.98,2
83909,2024-10-06,Desk,Furniture,West,Home Office,1408.4,628.17,0.0,780.23,4
89878,2024-05-03,Tablet,Technology,West,Home Office,1225.91,502.79,0.2,477.94,7
55742,2025-09-02,Tablet,Furniture,North,Home Office,95.39,53.91,0.2,22.4,4
89443,2024-08-27,Monitor,Office Supplies,West,Corporate,1266.22,515.87,0.1,623.73,2
68280,2024-05-28,Tablet,Furniture,South,Home Office,,1012.94,0.2,125.68,2
33566,2025-10-09,Laptop,Furniture,South,Home Office,1921.97,1494.97,0.4,-341.79,9
97602,2025-06-26,Router,Furniture,North,Consumer,1208.98,1072.79,0.2,-105.61,10
13325,2025-04-29,Desk,Technology,North,Consumer,971.46,704.19,0.2,72.98,7
89956,2026-02-20,Router,Furniture,West,Corporate,1014.6,509.64,0.3,200.58,7
53386,2024-08-16,Tablet,Furniture,East,Corporate,1048.36,426.91,0.3,306.94,10
80546,2025-08-02,Laptop,,South,Home Office,1086.04,886.48,0.1,,5
47897,2025-03-10,Desk,Technology,West,Corporate,151.87,127.35,0.0,24.52,10
87315,2025-05-14,Monitor,Office Supplies,East,Corporate,367.89,294.23,0.0,73.66,8
36728,2024-09-01,Monitor,Technology,South,Home Office,81.93,48.82,0.2,16.72,8
57813,2025-05-13,Router,Office Supplies,North,Consumer,1934.05,1191.2,0.0,742.85,5
77705,2024-03-10,Monitor,Technology,North,Consumer,50.65,26.7,0.4,3.69,4
84624,2025-08-06,Phone,Office Supplies,North,Corporate,435.56,255.28,0.0,180.28,10
66674,2024-03-30,Printer,,South,Home Office,1532.61,773.61,0.3,299.22,1
48056,2024-04-18,Chair,Office Supplies,West,Consumer,1487.51,774.0,0.2,416.01,10
12354,2025-06-19,Phone,Office Supplies,East,Consumer,1016.5,527.77,0.0,488.73,2
71633,2024-07-28,Keyboard,Office Supplies,South,Home Office,721.63,393.77,0.2,183.53,6
64070,2025-07-02,Monitor,Technology,West,Consumer,1621.47,1421.34,0.2,-124.16,7
44641,2024-09-09,Desk,Technology,North,Consumer,737.62,597.85,0.1,66.01,9
87320,2026-01-25,Phone,Office Supplies,West,Corporate,978.63,734.44,0.0,244.19,9
16223,2024-12-22,Mouse,Office Supplies,West,Home Office,764.44,605.06,0.4,,4
61665,2024-03-20,Keyboard,Office Supplies,South,Corporate,,583.0,0.0,708.4,5
41384,2025-05-30,Tablet,Office Supplies,North,Corporate,887.12,588.02,0.2,121.68,1
14099,2024-12-05,Laptop,Furniture,South,Corporate,891.87,438.03,0.0,453.84,10
79556,2025-06-18,Desk,Furniture,North,Home Office,1845.06,1103.17,0.0,741.89,1
30364,2025-07-10,Monitor,Office Supplies,West,Home Office,,1535.49,0.3,-216.4,3
56964,2026-01-09,Mouse,Furniture,West,Home Office,,765.45,0.0,225.57,5
33296,2025-04-20,Keyboard,Office Supplies,South,Corporate,1259.76,971.21,0.2,36.6,1
88497,2024-12-05,Laptop,Furniture,South,Consumer,1231.02,1011.8,0.3,-150.09,2
75320,2025-05-28,Chair,Technology,West,Consumer,1751.15,959.72,0.1,616.32,8
73344,2024-04-10,Keyboard,Technology,North,Consumer,391.39,322.98,0.3,,6
65879,2025-03-21,Phone,Office Supplies,North,Consumer,1076.73,482.34,0.2,379.04,5
27127,2026-02-23,Desk,Office Supplies,South,Consumer,567.28,438.24,0.0,129.04,6
33922,2025-10-21,Monitor,Furniture,West,Home Office,,1296.82,0.3,97.46,1
61176,2024-09-08,Monitor,Furniture,West,Home Office,1804.71,1394.77,0.0,409.94,2
67106,2025-08-27,Phone,Office Supplies,West,Home Office,1379.18,557.81,0.3,407.62,7
11459,2025-04-05,Mouse,Furniture,North,Consumer,1175.67,690.48,0.1,367.62,2
31771,2024-06-26,Printer,Office Supplies,North,Corporate,131.61,99.84,0.3,-7.71,1
44123,2024-04-21,Monitor,Technology,North,Consumer,637.31,308.14,0.4,74.25,7
94176,2024-05-24,Monitor,Technology,East,Home Office,1263.31,811.04,0.3,73.28,7
90202,2024-04-13,Printer,Furniture,North,Home Office,1270.51,688.53,0.3,200.83,7
29768,2024-08-06,Tablet,Office Supplies,West,Corporate,840.2,493.12,0.0,347.08,4
94051,2025-09-13,Chair,Office Supplies,North,Consumer,1442.83,1297.12,0.2,-142.86,7
95956,2025-02-11,Tablet,Technology,South,Corporate,85.2,42.75,0.4,8.37,8
91419,2025-10-15,Phone,Furniture,West,Consumer,1979.77,1540.24,0.3,-154.4,3
32214,2024-05-22,Mouse,Technology,South,Home Office,1216.84,981.29,0.0,235.55,2
61233,2025-10-17,Desk,Office Supplies,South,Corporate,1032.08,885.88,0.1,42.99,7
31838,2024-08-19,Printer,Furniture,North,Corporate,928.26,701.67,0.1,133.76,7
80903,2024-03-17,Printer,Technology,West,Home Office,1247.57,1065.4,0.0,182.17,4
85580,2024-07-26,Phone,Furniture,South,Home Office,1175.1,651.29,0.4,53.77,9
59697,2025-05-28,Router,Furniture,West,Consumer,1430.92,1096.94,0.2,47.8,3
84608,2025-08-19,Desk,Technology,North,Consumer,1010.17,897.11,0.1,12.04,9
81420,2024-12-25,Chair,Technology,West,Consumer,1673.75,1125.89,0.3,45.73,7
95916,2025-05-05,Printer,Office Supplies,West,Home Office,1357.5,739.1,0.4,75.4,4
93388,2024-12-30,Monitor,Office Supplies,North,Home Office,940.54,559.25,0.3,99.13,4
46139,2025-02-28,Mouse,Technology,West,Corporate,304.1,220.24,0.3,-7.37,2
25019,2025-01-21,Phone,Furniture,North,Corporate,429.3,355.03,0.1,31.34,5
67423,2024-04-25,Mouse,Office Supplies,North,Home Office,1027.2,861.86,0.1,62.62,3
99404,2024-06-12,Keyboard,Technology,East,Home Office,1193.51,555.93,0.4,,10
92495,2024-05-28,Router,Office Supplies,North,Home Office,373.05,199.37,0.2,,9
38663,2024-03-11,Laptop,Office Supplies,East,Consumer,421.14,296.87,0.4,-44.19,4
33115,2025-04-01,Mouse,Furniture,East,Corporate,497.83,406.75,0.0,91.08,1
30904,2024-09-25,Laptop,Office Supplies,West,Home Office,1755.47,787.94,0.2,616.44,8
93867,2026-01-26,Laptop,Furniture,South,Consumer,80.7,43.08,0.0,37.62,4
28178,2024-04-25,Printer,Office Supplies,West,Home Office,137.5,94.53,0.0,42.97,2
12182,2024-08-07,Mouse,,East,Corporate,877.75,476.39,0.1,313.59,9
92752,2025-06-09,Tablet,Furniture,West,Corporate,1687.27,932.9,0.1,585.64,2
72186,2025-10-13,Keyboard,Office Supplies,East,Home Office,1172.22,830.22,0.2,107.56,8
96968,2025-05-10,Mouse,Technology,West,Corporate,1139.95,985.38,0.2,-73.42,7
13980,2024-11-21,Tablet,Furniture,North,Home Office,556.17,365.72,0.3,23.6,9
34608,2024-09-05,Monitor,Technology,West,Consumer,1943.08,983.78,0.0,959.3,2
91637,2025-06-20,Tablet,Technology,West,Home Office,1870.81,1531.26,0.3,-221.69,8
55356,2024-12-31,Keyboard,,South,Consumer,1402.79,599.51,0.0,803.28,7
53574,2024-12-31,Printer,Technology,West,Corporate,1933.04,783.92,0.2,762.51,10
60096,2025-03-07,Phone,Technology,South,Home Office,345.44,266.08,0.0,79.36,1
14841,2024-08-13,Tablet,Technology,East,Corporate,148.76,129.09,0.4,-39.83,3
48211,2026-02-01,Printer,Office Supplies,West,Home Office,1318.41,907.23,0.4,-116.18,1
87909,2024-04-23,Chair,Technology,West,Consumer,869.42,751.84,0.2,-56.3,5
17723,2024-09-27,Tablet,Furniture,South,Home Office,1001.53,803.79,0.1,97.59,1
93170,2025-02-06,Router,Technology,South,Consumer,1288.7,642.58,0.1,517.25,10
65678,2026-02-09,Phone,Furniture,East,Corporate,1941.28,789.36,0.0,1151.92,6
23446,2026-01-24,Phone,Technology,West,Consumer,1414.91,848.46,0.3,141.98,6
46797,2024-06-27,Keyboard,Technology,East,Corporate,,871.97,0.0,314.98,2
59731,2024-08-22,Monitor,Office Supplies,South,Corporate,299.53,263.81,0.1,5.77,9
35342,2026-03-02,Keyboard,Furniture,West,Home Office,1608.26,998.54,0.3,127.24,10
65823,2025-01-11,Router,Office Supplies,North,Home Office,1426.8,832.09,0.3,166.67,10
80419,2024-04-10,Tablet,Office Supplies,West,Consumer,358.77,217.05,0.2,,2
37458,2024-05-01,Desk,Furniture,West,Corporate,951.59,644.77,0.4,-73.82,9
76129,2024-03-29,Keyboard,Office Supplies,West,Consumer,1927.19,1586.59,0.4,-430.28,8
53738,2025-05-04,Tablet,Furniture,West,Consumer,,185.77,0.0,28.78,5
27884,2024-08-23,Tablet,Technology,South,Home Office,1099.75,719.9,0.0,379.85,6
19177,2026-02-10,Router,Furniture,East,Consumer,1920.66,1234.45,0.1,494.14,5
99531,2025-12-31,Router,Furniture,South,Home Office,,629.54,0.3,-12.77,1
77429,2025-08-05,Router,Technology,West,Corporate,1466.44,801.91,0.4,77.95,7
88726,2024-03-12,Phone,Technology,South,Home Office,1573.26,1185.55,0.2,73.06,9
69093,2025-08-14,Chair,Office Supplies,West,Corporate,493.8,241.76,0.0,252.04,2
73053,2025-10-19,Laptop,Furniture,North,Corporate,1343.5,1088.37,0.2,-13.57,7
32403,2025-11-15,Tablet,Furniture,West,Consumer,1140.47,773.56,0.3,24.77,10
16978,2024-07-15,Phone,Furniture,South,Consumer,945.73,510.84,0.3,151.17,2
12546,2024-09-12,Printer,Office Supplies,East,Consumer,1747.88,1423.57,0.3,-200.05,10
20463,2024-05-03,Router,Technology,North,Corporate,1612.92,879.43,0.2,410.91,10
87509,2025-07-11,Desk,Technology,East,Consumer,1162.87,992.7,0.3,-178.69,1
37664,2024-08-03,Desk,Furniture,South,Corporate,1195.27,903.32,0.0,291.95,4
45120,2026-01-04,Laptop,Furniture,East,Consumer,1195.46,548.49,0.4,168.79,9
78773,2024-04-26,Chair,Office Supplies,West,Home Office,1774.97,1021.75,0.3,220.73,3
56898,2025-10-25,Chair,Technology,West,Corporate,1188.6,956.76,0.1,112.98,4
68203,2024-10-19,Chair,Furniture,East,Home Office,789.79,595.91,0.2,35.92,9
46319,2026-01-15,Keyboard,,North,Consumer,1334.35,787.54,0.0,546.81,1
15980,2025-11-06,Chair,,East,Consumer,953.28,423.3,0.4,148.67,10
13219,2025-10-22,Chair,Office Supplies,West,Consumer,1410.51,966.32,0.4,-120.01,7
48806,2024-08-22,Printer,Office Supplies,West,Corporate,1040.46,673.2,0.1,263.21,8
30974,2026-03-01,Desk,Furniture,North,Consumer,,113.32,0.3,,6
57496,2025-10-17,Chair,Technology,West,Consumer,632.51,540.57,0.3,-97.81,10
84032,2024-04-28,Laptop,Technology,West,Corporate,211.18,177.4,0.3,-29.57,9
12549,2024-11-30,Phone,Furniture,South,Corporate,377.77,310.53,0.4,-83.87,4
83926,2025-08-25,Desk,Office Supplies,West,Consumer,1313.75,1166.77,0.0,146.98,7
48661,2024-11-12,Desk,Technology,West,Corporate,1330.05,962.9,0.2,101.14,3
32912,2025-01-27,Monitor,Office Supplies,West,Corporate,1966.69,1522.65,0.1,247.37,8
81812,2025-03-13,Laptop,Office Supplies,West,Corporate,1061.21,927.41,0.1,27.68,8
64676,2024-11-22,Phone,Office Supplies,South,Consumer,142.25,114.34,0.4,-28.99,3
62108,2025-04-02,Router,Furniture,North,Home Office,801.97,494.67,0.4,-13.49,7
46980,2025-01-03,Desk,Technology,West,Consumer,1039.0,877.12,0.3,-149.82,1
38475,2024-03-10,Phone,Furniture,South,Consumer,67.6,35.03,0.3,12.29,4
22991,2025-05-20,Monitor,,West,Home Office,588.77,289.92,0.4,63.34,8
58778,2024-08-21,Chair,Technology,South,Corporate,1539.97,865.14,0.1,520.83,4
64472,2025-11-28,Chair,Furniture,West,Corporate,589.36,493.42,0.0,,5
61006,2026-02-15,Monitor,Technology,East,Home Office,870.72,677.46,0.3,,9
46306,2024-07-08,Desk,Office Supplies,North,Home Office,1233.48,504.52,0.2,,2
83388,2024-12-10,Mouse,Technology,East,Consumer,1579.23,668.31,0.0,910.92,4
42562,2025-11-04,Router,Technology,South,Corporate,996.35,633.53,0.1,263.19,4
24968,2026-02-19,Chair,Office Supplies,West,Corporate,1804.83,1611.41,0.1,,1
74394,2025-05-17,Chair,Office Supplies,East,Consumer,1389.07,861.97,0.4,-28.53,2
15363,2025-12-13,Monitor,Furniture,North,Corporate,105.33,81.46,0.2,2.8,6
30851,2025-03-27,Keyboard,Technology,West,Home Office,1394.77,564.32,0.0,830.45,7
10689,2025-11-01,Desk,Office Supplies,South,Corporate,1029.73,783.58,0.3,-62.77,6
69205,2025-10-17,Keyboard,Technology,South,Home Office,587.66,241.74,0.2,228.39,7
60408,2025-11-28,Phone,Furniture,East,Consumer,458.22,277.28,0.2,89.3,3
98404,2024-12-23,Router,Furniture,North,Corporate,577.88,419.95,0.0,157.93,10
96082,2025-08-18,Phone,Technology,North,Home Office,112.8,93.09,0.2,-2.85,4
47026,2024-07-22,Desk,Technology,East,Consumer,580.55,327.59,0.3,78.79,8
95151,2025-04-23,Desk,Technology,South,Home Office,1502.61,941.52,0.0,561.09,6
41994,2024-07-08,Desk,Office Supplies,North,Consumer,1031.54,722.3,0.0,309.24,10
84818,2025-11-26,Laptop,Office Supplies,East,Consumer,709.8,598.78,0.0,111.02,9
25240,2024-07-01,Tablet,Office Supplies,West,Corporate,1950.92,911.57,0.3,454.07,3
41350,2025-03-12,Printer,Furniture,East,Corporate,774.92,656.77,0.1,40.66,4
74512,2025-02-28,Keyboard,Technology,East,Consumer,303.4,137.33,0.2,105.39,1
78553,2025-06-01,Router,Office Supplies,West,Consumer,702.06,520.45,0.2,41.2,3
39025,2026-02-16,Monitor,Office Supplies,South,Home Office,580.36,294.05,0.2,170.24,8
19773,2025-08-17,Mouse,Furniture,East,Consumer,498.38,373.14,0.3,-24.27,8
84448,2025-08-20,Mouse,Office Supplies,East,Home Office,426.56,219.68,0.1,164.22,2
45371,2025-12-18,Laptop,Office Supplies,East,Corporate,1627.12,1140.41,0.0,486.71,10
47681,2025-07-03,Printer,Furniture,East,Consumer,1141.82,709.76,0.3,89.51,9
38335,2024-10-28,Tablet,Office Supplies,East,Home Office,272.06,240.83,0.3,-50.39,2
78259,2024-07-17,Router,Technology,East,Consumer,1509.96,870.87,0.4,35.11,2
77165,2024-12-31,Router,Office Supplies,North,Home Office,1649.86,821.75,0.3,333.15,6
74464,2025-07-12,Tablet,Technology,East,Home Office,1132.32,522.21,0.1,496.88,8
17232,2024-07-13,Mouse,Office Supplies,South,Corporate,1991.46,1426.79,0.3,-32.77,5
24166,2026-03-04,Printer,Office Supplies,South,Corporate,232.03,164.44,0.4,-25.22,6
57180,2024-05-25,Mouse,Office Supplies,West,Home Office,1065.92,569.2,0.3,176.94,7
88426,2025-05-21,Monitor,Office Supplies,West,Home Office,764.19,466.7,0.0,297.49,1
47367,2026-01-12,Laptop,Office Supplies,North,Consumer,1332.05,825.88,0.0,506.17,5
60980,2025-10-07,Router,Technology,East,Consumer,1262.79,521.72,0.2,488.51,5
55736,2024-06-18,Router,Office Supplies,East,Consumer,1191.92,921.86,0.1,150.87,2
80796,2024-04-14,Printer,Office Supplies,East,Home Office,1750.88,1208.2,0.0,542.68,7
14860,2024-10-17,Printer,Technology,South,Corporate,1040.55,865.1,0.0,175.45,2
62089,2024-04-23,Phone,Furniture,South,Corporate,1407.64,651.42,0.0,756.22,2
50641,2024-06-29,Monitor,Furniture,North,Home Office,,582.11,0.1,126.91,1
84941,2024-05-01,Tablet,Furniture,East,Home Office,1656.12,997.07,0.1,493.44,7
68525,2025-10-23,Printer,Technology,South,Consumer,1272.32,600.56,0.4,162.83,9
67028,2024-07-05,Phone,Furniture,South,Corporate,244.24,103.34,0.3,67.63,10
67174,2025-08-22,Tablet,Furniture,West,Corporate,1325.53,631.94,0.3,,5
66144,2025-02-15,Phone,Technology,West,Home Office,291.8,227.82,0.2,5.62,4
60969,2025-02-02,Tablet,,South,Corporate,1091.14,895.72,0.4,-241.04,7
24304,2025-11-30,Monitor,Office Supplies,East,Consumer,1399.6,835.87,0.2,283.81,5
87759,2025-09-27,Printer,Technology,South,Corporate,1410.86,1054.22,0.0,356.64,5
60364,2024-05-17,Chair,,North,Corporate,1480.11,744.56,0.2,439.53,6
65186,2024-10-06,Chair,Office Supplies,South,Consumer,219.46,146.68,0.2,28.89,10
12583,2025-04-24,Printer,Office Supplies,East,Home Office,1915.4,1638.54,0.2,-106.22,3
33788,2025-05-08,Tablet,Technology,North,Corporate,517.17,448.0,0.0,69.17,2
95554,2024-07-15,Mouse,Technology,West,Corporate,468.06,288.64,0.4,-7.8,5
19034,2024-12-02,Monitor,Technology,West,Corporate,59.72,40.57,0.1,13.18,4
33039,2024-07-09,Phone,Office Supplies,West,Home Office,493.29,373.27,0.1,70.69,8
22828,2024-08-18,Tablet,Technology,West,Corporate,1159.52,767.21,0.2,160.41,9
30075,2024-05-06,Desk,Office Supplies,South,Consumer,188.29,126.28,0.4,-13.31,9
80096,2025-04-13,Chair,Technology,South,Home Office,611.7,488.19,0.4,,2
37686,2025-03-15,Mouse,Technology,South,Corporate,1221.99,787.73,0.2,189.86,9
34183,2024-12-13,Monitor,Furniture,South,Consumer,1776.8,1250.77,0.0,526.03,4
94796,2024-03-13,Chair,Technology,South,Corporate,1536.61,967.41,0.2,261.88,2
14207,2025-06-11,Mouse,Furniture,West,Home Office,1665.1,1262.64,0.2,69.44,6
34504,2025-01-21,Desk,Office Supplies,East,Home Office,795.57,467.66,0.0,327.91,9
61949,2025-10-12,Chair,Furniture,South,Home Office,1682.65,923.32,0.1,591.07,6
66825,2025-05-16,Router,Furniture,East,Consumer,1842.94,1151.51,0.2,322.84,9
41780,2024-11-22,Laptop,Technology,South,Corporate,430.56,336.03,0.0,94.53,5
42563,2024-10-04,Router,Technology,West,Home Office,1138.89,644.92,0.3,152.3,4
59555,2024-12-11,Mouse,Technology,South,Corporate,794.85,622.15,0.3,-65.75,7
35468,2025-09-27,Tablet,Technology,South,Corporate,1969.84,1376.16,0.0,593.68,8
32725,2025-03-25,Monitor,Technology,South,Home Office,887.09,390.65,0.1,407.73,2
43194,2025-01-22,Keyboard,Office Supplies,West,Consumer,192.98,135.29,0.4,-19.5,5
19222,2026-01-08,Chair,Technology,East,Consumer,1685.49,1515.81,0.1,1.13,3
